date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01,923.7079963684082,280.03700065612793,866.3070011138916,233.2639980316162,54.073999881744385,3.741000056266784,699.1554985046387
2016-07-02,768.9890079498291,203.9739990234375,708.1509971618652,164.5049991607666,57.283000111579895,5.2779998779296875,644.224494934082
2016-07-03,846.3079986572266,277.5220012664795,768.3090000152588,228.65199995040894,77.46499991416931,3.805999994277954,717.6130065917969
2016-07-04,899.4150047302246,290.76000022888184,837.2240028381348,243.34200048446655,63.17099988460541,2.5579999685287476,759.1414947509766
2016-07-05,914.9109916687012,281.20899963378906,844.782995223999,232.56599855422974,73.45099997520447,2.5579999685287476,765.2945022583008
2016-07-06,981.0900001525879,297.878999710083,901.5559959411621,241.48999881744385,74.47100019454956,7.675000071525574,801.5479965209961
2016-07-07,1039.810001373291,308.68499660491943,968.2510032653809,248.43399858474731,69.7789990901947,1.2369999885559082,930.307502746582
2016-07-08,1111.6839904785156,352.1589984893799,1063.4909973144531,293.0140018463135,44.57499980926514,0.0,990.2945022583008
2016-07-09,1117.0470008850098,378.2130012512207,1069.763011932373,318.5069971084595,41.93300008773804,1.2369999885559082,959.9710006713867
2016-07-10,1096.1030006408691,397.31200408935547,1035.2379989624023,334.0530004501343,56.35800004005432,0.0,939.0975036621094
2016-07-11,1088.9839935302734,390.44200134277344,1049.3679962158203,335.55199909210205,34.99199903011322,0.0,919.9814987182617
2016-07-12,1127.3509979248047,396.1389989852905,1072.9530029296875,334.85700035095215,45.22199988365173,0.0,1012.0460014343262
2016-07-13,1122.9089965820312,382.7350034713745,1072.846996307373,323.6530017852783,42.710999608039856,1.2790000438690186,978.6474952697754
2016-07-14,1100.4590072631836,367.572998046875,1051.8310012817383,311.1879997253418,48.465999245643616,0.0,907.2354927062988
2016-07-15,1091.4979972839355,382.5670003890991,1044.620002746582,324.2140007019043,47.69500005245209,0.0,889.2174987792969
2016-07-16,857.866003036499,275.177001953125,808.3559970855713,232.7779984474182,51.10700011253357,0.0,867.0250091552734
2016-07-17,1071.5590019226074,365.3960008621216,1020.362003326416,305.9619998931885,51.35300016403198,0.0,949.2060050964355
2016-07-18,1138.075008392334,402.84399795532227,1089.9210052490234,340.0020008087158,43.102999806404114,0.0,986.7759971618652
2016-07-19,1109.2569961547852,381.89899921417236,1057.8359985351562,320.49099922180176,49.79700016975403,0.0,970.7379989624023
2016-07-20,1134.6369934082031,378.71500301361084,1085.9000053405762,315.6649980545044,47.50699985027313,0.0,1025.0094985961914
2016-07-21,1192.7709999084473,400.6619997024536,1145.3269996643066,334.9910001754761,38.92300033569336,0.0,1093.5645027160645
2016-07-22,1232.8129959106445,409.62599754333496,1187.1460037231445,341.05000019073486,41.38599979877472,0.0,1124.545997619629
2016-07-23,1309.0419998168945,443.382999420166,1254.1590003967285,361.74300384521484,52.35699987411499,4.988000035285949,1139.048496246338
2016-07-24,1315.5740089416504,430.9860019683838,1261.1329956054688,351.82400131225586,52.88800013065338,2.440999984741211,1163.43550491333
2016-07-25,1286.847999572754,414.2330045700073,1243.2240104675293,340.96999740600586,38.50699985027313,4.135999917984009,1176.1814994812012
2016-07-26,1337.6080017089844,448.0760021209717,1288.60400390625,370.2680015563965,46.33300042152405,2.8359999656677246,1167.6110000610352
2016-07-27,1328.726001739502,446.0659980773926,1274.7749938964844,367.8280029296875,45.24199950695038,3.6770000457763667,1155.0869979858398
2016-07-28,1322.9469947814941,448.6619939804077,1279.6270065307617,372.145001411438,42.43999981880188,3.8489999771118164,1167.1725044250488
2016-07-29,1365.5049896240234,471.1119976043701,1311.4730033874512,385.117000579834,47.76200008392334,3.784999966621399,1168.2705078125
2016-07-30,1354.8649940490723,437.77199935913086,1311.4990005493164,363.37999725341797,36.26599967479706,1.22599995136261,1172.7634925842285
2016-07-31,1371.1200256347654,466.41600036621094,1344.5759582519531,387.9359893798827,29.16000080108642,0.0,1135.8959655761719
2016-08-01,1289.7760047912598,431.0679998397827,1243.6259994506836,356.0620002746582,50.0440012216568,1.2150000333786009,1122.275001525879
2016-08-02,1275.199993133545,438.3599977493286,1226.764991760254,361.92899894714355,43.698999643325806,4.978000044822692,1055.0380058288574
2016-08-03,1131.3709983825684,374.94799995422363,1082.900001525879,311.2680015563965,43.69799995422363,2.4840000867843623,909.7985038757324
2016-08-04,1164.5439949035645,402.92299938201904,1123.85599899292,337.24299716949463,31.622999787330627,2.4730000495910645,986.2635040283203
2016-08-05,1165.9669952392578,417.5830011367798,1115.816993713379,348.5020008087158,41.597999811172485,3.656000018119812,999.2280006408691
2016-08-06,1196.962001800537,419.93099784851074,1137.9559936523438,347.85900020599365,62.12599968910217,3.912999987602234,1029.5495071411133
2016-08-07,1161.7789993286133,398.23200130462646,1105.6289978027344,330.91500091552734,54.42300021648407,3.7519999742507935,1064.487995147705
2016-08-08,1206.1759910583496,407.113000869751,1164.4410018920898,340.0319995880127,32.0490003824234,1.3860000371932983,1065.5869979858398
2016-08-09,1210.028003692627,403.677996635437,1167.4440002441406,335.95899868011475,31.8580002784729,1.22599995136261,1065.8065032958984
2016-08-10,1245.8000106811523,256.83100032806396,1180.9810066223145,345.60700035095215,41.21500086784363,1.2150000333786009,1041.4150009155273
2016-08-11,1339.7030143737793,250.29699802398682,1183.9839820861816,335.8199996948242,34.510000824928284,3.805000066757202,1097.0060005187988
2016-08-12,984.7760009765625,366.82000064849854,942.547004699707,311.8310022354126,35.179999589920044,1.2150000333786009,1087.9970016479492
2016-08-13,1226.2780075073242,417.8370008468628,1174.0130081176758,339.6019973754883,50.2330002784729,3.656000018119812,1116.781997680664
2016-08-14,1189.0009994506836,355.67899990081787,1136.1330032348633,281.30199909210205,46.80299937725067,3.688000082969665,1129.5260009765625
2016-08-15,1178.866008758545,378.54799938201904,1125.6540031433105,304.4860010147095,50.82099986076355,6.514000058174133,1131.9420013427734
2016-08-16,768.6559982299805,214.6150016784668,728.632999420166,169.32999897003174,33.049999475479126,2.6440000534057617,1090.6335067749023
2016-08-17,967.1870079040527,301.7329969406128,934.2349987030029,247.14899969100952,29.629000544548038,2.4300000667572017,1064.4884986877441
2016-08-18,1133.4650039672852,375.4490022659302,1092.1179962158203,304.8089990615845,36.14200007915497,3.837000012397766,1106.6740036010742
2016-08-19,1273.0219993591309,434.58999729156494,1239.982006072998,357.45500087738037,19.212000131607056,5.182000041007996,1153.9160079956055
2016-08-20,1263.3080024719238,437.9400005340576,1212.9589958190918,355.6860017776489,49.19199979305267,2.4300000667572017,1022.2994918823242
2016-08-21,1200.9800033569336,419.17400074005127,1159.3779983520508,347.7239990234375,34.11199951171875,0.0,981.648006439209
2016-08-22,1233.1489944458008,452.17899894714355,1192.7489967346191,376.3799991607666,42.88199973106384,0.0,1046.2495040893555
2016-08-23,1235.8280029296875,450.00099754333496,1191.3830070495605,373.6739959716797,38.81699979305267,0.0,1094.5889854431152
2016-08-24,1204.8360023498535,434.6720027923584,1157.9029998779297,360.08199977874756,38.527000069618225,0.0,1102.06050491333
2016-08-25,1197.7980003356934,430.6499996185303,1159.5869979858398,361.87999629974365,32.02899992465973,0.0,1087.3385009765625
2016-08-26,1050.0320014953613,374.1069984436035,1008.9139976501465,317.11299896240234,36.29099977016449,0.0,930.2334976196289
2016-08-27,996.0040054321289,347.0520029067993,956.1339988708496,292.3950004577637,29.744999647140503,0.0,883.2115020751953
2016-08-28,1024.2300033569336,351.9930009841919,983.8779945373535,298.6190013885498,33.82900023460388,0.0,897.4949951171875
2016-08-29,1008.7350006103516,348.47400093078613,965.2499923706055,293.4949998855591,36.41700005531311,0.0,910.460506439209
2016-08-30,970.0359954833984,323.17699813842773,925.5500030517578,270.33499813079834,35.149999380111694,0.0,889.3649883270264
2016-08-31,1023.31201171875,321.6719970703125,955.9920043945312,256.05599212646484,61.91999816894531,0.0,803.664001464844
2016-09-01,1028.8390083312988,322.42000102996826,987.1750030517578,266.3949999809265,35.5649995803833,0.0,953.306999206543
2016-09-02,1047.3520126342773,331.4699993133545,1003.7149963378906,274.48900032043457,35.69599997997284,0.0,980.3320045471191
2016-09-03,1047.099006652832,330.0450029373169,1002.9359931945801,275.32000160217285,37.7439991235733,0.0,973.9594993591309
2016-09-04,1015.015998840332,314.6319999694824,967.7130012512207,259.29100131988525,33.784000396728516,0.0,958.3580055236816
2016-09-05,1015.8549957275391,305.7559995651245,971.7869987487793,251.68099880218506,31.36400008201599,1.2150000333786009,939.2424964904785
2016-09-06,959.8130073547363,293.9390001296997,913.5160026550293,237.82200145721436,41.06599998474121,1.662999987602234,789.170000076294
2016-09-07,944.6519966125488,298.6339979171753,891.2620010375977,241.2240014076233,48.6560002565384,0.0,761.7045001983643
2016-09-08,969.0300025939941,289.41800117492676,916.0060043334961,230.34200096130368,47.65200054645538,5.053000092506409,850.0344944000244
2016-09-09,1002.9519958496094,305.92199993133545,953.2409973144531,245.6749973297119,45.21499979496002,2.462000012397766,923.6419982910156
2016-09-10,1038.8900146484375,277.606999874115,981.8400001525879,213.64100122451782,55.52300012111664,7.440000176429748,914.4115028381348
2016-09-11,983.0989952087402,315.38600063323975,931.0970001220703,256.44999980926514,53.508999943733215,8.805000185966492,826.9634990692139
2016-09-12,1018.786003112793,329.3730010986328,965.4099922180176,265.0000009536743,44.477999806404114,10.074000000953674,863.6550006866455
2016-09-13,987.5400047302246,301.22800064086914,930.7509994506836,237.33800172805786,53.99999916553497,9.052000045776367,921.6634902954102
2016-09-14,990.9749946594238,288.6639995574951,947.3410034179688,231.5730004310608,44.71999955177307,3.8059998750686646,814.2175025939941
2016-09-15,916.5879936218262,265.5449995994568,860.1959991455078,211.87399911880493,51.11000120639801,2.665000081062317,686.7775001525879
2016-09-16,907.5419883728027,277.60599994659424,846.3940105438232,230.37000036239624,63.886000871658325,3.8910000324249268,627.0129985809326
