date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01,513.5940012931824,252.49400079250339,191.31699883937836,87.80399885773659,319.47599959373474,144.9450000524521,2018.4650020599365
2016-07-02,783.5210027694702,396.5269994735718,503.63699889183044,193.73100018501282,276.2970016002655,158.26699936389923,2117.163993835449
2016-07-03,1014.0130023956299,481.65099906921387,687.1729979515076,245.1900006532669,317.7500014305115,180.82900035381317,2530.1680068969727
2016-07-04,1011.9320001602173,514.0619971752167,673.0400018692017,267.60999834537506,322.59000062942505,184.18500065803528,2627.4609966278076
2016-07-05,1076.311001777649,513.3239974975586,728.1149959564209,255.49500060081482,337.3939974308014,193.77500045299533,2893.36900138855
2016-07-06,1051.052001953125,463.5019967556,729.9920001029968,229.7420003414154,310.3129999637604,172.8269989490509,2889.57798576355
2016-07-07,1144.6219987869263,468.7249987125397,835.5370006561279,239.07999992370605,298.5590009689331,159.8449980020523,3002.9029846191406
2016-07-08,1096.7979955673218,441.40599966049194,765.4640007019043,216.66000032424927,322.98799991607666,162.01199781894684,3010.6389961242676
2016-07-09,1139.4650039672852,433.6959991455078,788.9119973182678,205.0339998602867,336.6030008792877,165.29899728298187,2913.284002304077
2016-07-10,1068.4639959335327,390.1520004272461,698.6139965057373,168.7590000629425,363.6780004501343,160.73899960517883,2818.6600036621094
2016-07-11,992.164999961853,314.26599967479706,653.4869999885559,129.38799917697906,326.4570015668869,130.8479989171028,3041.9409885406494
2016-07-12,1025.7240009307861,301.8679977655411,755.9710001945496,155.31999984383583,263.7770005464554,99.6639992594719,3445.6650161743164
2016-07-13,1182.3920006752014,365.363000869751,823.4880003929138,178.8840003311634,345.9810029268265,123.72199928760529,3441.235996246338
2016-07-14,946.5599956512451,254.1240001320839,679.468995809555,108.02899984270334,255.9819996356964,100.85300016403198,3226.888032913208
2016-07-15,948.4310011863708,249.22500085830688,629.0039968490601,88.19399978220463,308.672000169754,115.3199999332428,2786.8690032958984
