date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01,3655.6300086975098,1096.1890025138855,3428.5870113372803,912.6850004196167,221.13100039958954,11.235000133514403,2777.9479961395264
2016-07-02,3130.2460193634033,833.1509962081909,2877.0040016174316,669.2579998970032,229.51199972629544,22.568999767303467,2578.43648147583
2016-07-03,3407.7629947662354,1124.581003189087,3098.4249954223633,929.2460012435913,310.8479998111725,20.521999955177307,2871.9900226593018
2016-07-04,3657.2230072021484,1172.2510042190552,3399.3160095214844,981.144998550415,250.23099946975708,11.63099992275238,3040.9619884490967
2016-07-05,3662.2490005493164,1127.8469972610474,3393.0189933776855,933.1879963874817,279.6269987821579,9.167999863624573,3064.6914978027344
2016-07-06,3944.8830070495605,1208.1030025482178,3622.4219970703125,975.5099964141846,313.8760006427765,26.022000312805176,3206.6279907226562
2016-07-07,4161.841995239258,1232.7269945144653,3882.2500076293945,998.0589966773987,281.4439967870712,6.3760000467300415,3728.2645263671875
2016-07-08,4435.009979248047,1399.6750040054321,4237.614002227783,1164.2290015220642,183.07399952411652,0.0,3962.9350051879883
2016-07-09,4474.719009399414,1517.2950010299683,4263.238006591797,1267.082995414734,191.0400004386902,8.764999985694885,3842.7390060424805
2016-07-10,4360.956985473633,1574.338005065918,4123.260995864868,1323.7999992370605,220.5169998407364,7.463000059127808,3754.849510192871
2016-07-11,4333.315986633301,1555.2380027770996,4171.643997192383,1335.4349956512451,134.91299653053284,0.0,3681.022506713867
2016-07-12,4548.685989379883,1605.8320007324219,4337.765007019043,1358.5940036773682,189.85799932479858,0.0,4051.478488922119
2016-07-13,4494.81999206543,1534.6300048828125,4297.30899810791,1295.843002319336,173.55199944972992,2.558000087738037,3907.995002746582
2016-07-14,4416.9160079956055,1485.871997833252,4223.247009277344,1256.7339992523193,182.24199736118317,0.0,3622.132984161377
2016-07-15,4362.131988525391,1529.9370050430298,4172.099987030029,1298.7659997940063,181.45600032806396,0.0,3556.2100105285645
2016-07-16,3425.354991912842,1095.177001953125,3220.8449897766113,922.4099969863892,212.4200005531311,0.0,3464.805019378662
2016-07-17,4347.139995574951,1490.06400680542,4136.559005737305,1247.2449979782104,203.99600052833557,3.6770000457763667,3808.2475204467773
2016-07-18,4544.497013092041,1608.261999130249,4356.095993041992,1363.448998451233,167.71999943256378,1.2690000534057615,3944.9090003967285
2016-07-19,4452.184009552002,1528.2649955749512,4242.62699508667,1283.4600019454956,193.9840009212494,3.870000004768371,3884.0509872436523
2016-07-20,4549.939975738525,1535.7190055847168,4362.5239906311035,1284.044991493225,186.2119996547699,4.98900008201599,4104.434467315674
2016-07-21,4761.789001464844,1593.7680082321167,4576.5940017700195,1333.646001815796,159.02000188827515,0.0,4377.993011474609
2016-07-22,4959.646991729736,1653.4940004348755,4777.832000732422,1376.6369972229004,170.57599878311157,1.2150000333786009,4502.579006195068
2016-07-23,5230.222011566162,1770.6079988479614,4997.662014007568,1445.3150053024292,214.53099954128265,12.600000023841858,4557.069999694824
2016-07-24,5270.262008666992,1738.0160102844238,5040.5830001831055,1409.816005706787,214.2150000333786,13.592000007629395,4658.141002655029
2016-07-25,5191.441993713379,1682.652006149292,4997.370010375977,1380.2259979248047,163.4569993019104,17.14200007915497,4702.527992248535
2016-07-26,5393.065002441406,1815.921015739441,5194.225997924805,1498.5219984054565,181.99400234222412,14.54099988937378,4673.74100112915
2016-07-27,5288.186023712158,1772.115002632141,5085.025993347168,1462.3340072631836,184.986997961998,12.215000033378601,4624.744987487793
2016-07-28,5379.160987854004,1831.750994682312,5188.460010528564,1516.0819988250732,174.2579995393753,19.68999993801117,4668.029514312744
2016-07-29,5454.055004119873,1870.8760013580322,5243.396015167236,1543.3130044937134,188.5450004339218,15.171000003814697,4676.818504333496
2016-07-30,5401.35799407959,1760.9679985046387,5226.929988861084,1460.2169923782349,147.6859987974167,5.031999945640564,4690.906005859375
2016-07-31,5484.480102539062,1865.6640014648438,5378.3038330078125,1551.7439575195308,116.64000320434567,0.0,4543.5838623046875
2016-08-01,5173.1780128479,1731.4780006408691,4982.3549880981445,1427.7009954452515,196.34900450706482,3.66700005531311,4490.195499420166
2016-08-02,5087.058986663818,1747.5720014572144,4895.717987060547,1447.6119976043701,175.3699986934662,18.868000388145443,4202.136528015137
2016-08-03,4537.547004699707,1495.0070037841797,4345.376022338867,1243.359001159668,174.60599982738495,4.914000153541564,3644.029010772705
2016-08-04,4645.94100189209,1620.2370023727417,4481.755989074707,1356.1879978179932,117.61899948120117,10.180999994277954,3949.8855171203613
2016-08-05,4693.599987030029,1685.6579971313477,4501.890995025635,1410.08899974823,161.14399933815002,9.946000099182129,3997.5675010681152
2016-08-06,4765.310012817383,1672.931999206543,4533.358997344971,1386.6119918823242,243.2879981994629,14.09499979019165,4115.3425216674805
2016-08-07,4588.309005737305,1580.9529972076416,4373.54500579834,1318.3019981384277,213.65000104904175,12.54699981212616,4257.509994506836
2016-08-08,4821.936992645264,1629.2880086898804,4655.323993682861,1364.1710004806519,131.9920015335083,1.3860000371932983,4261.02649307251
2016-08-09,4822.353000640869,1606.2520008087158,4653.263027191162,1337.3409996032715,128.4550006389618,4.892999887466431,4262.78201675415
2016-08-10,4988.639064788818,983.7730026245117,4724.114974975586,1381.2159967422485,163.0700033903122,4.936000108718871,4168.294502258301
2016-08-11,5252.089061737061,1022.8049945831299,4701.541988372803,1330.1789979934692,145.01700294017792,20.073000311851498,4390.442008972168
2016-08-12,3926.8749923706055,1462.8410034179688,3751.6559886932373,1238.720998764038,140.95699894428253,7.387000083923339,4348.029998779297
2016-08-13,4938.371997833252,1678.3779964447021,4731.077018737793,1360.9829950332642,194.95400059223175,23.70600044727325,4471.297004699707
2016-08-14,4796.379993438721,1445.4169988632202,4584.504013061523,1147.826997756958,193.20499765872955,16.170000195503235,4518.3230056762695
2016-08-15,4701.390003204346,1505.3910036087036,4493.181003570557,1213.012999534607,196.74799931049347,27.898000240325924,4527.331001281738
2016-08-16,3043.7109966278076,837.930004119873,2889.795997619629,663.1179990768433,117.82699847221375,13.921000242233275,4352.8720054626465
2016-08-17,3920.5090103149414,1231.3049969673157,3784.220983505249,1004.0890007019043,117.4710022211075,14.794999957084656,4257.510509490967
2016-08-18,4558.820995330811,1511.5100002288818,4389.5440101623535,1225.8269996643066,139.1300004720688,15.062999963760376,4430.653999328613
2016-08-19,5119.3959884643555,1757.8750019073486,4988.927005767822,1448.0160026550293,84.69200098514557,15.159000158309935,4619.1845054626465
2016-08-20,5033.365001678467,1744.717001914978,4835.652988433838,1422.4179992675781,185.34699928760529,15.105000019073486,4076.2364807128906
2016-08-21,4822.853988647461,1691.1110010147095,4648.361000061035,1399.3720016479492,156.84199810028076,0.0,3930.546001434326
2016-08-22,4947.840984344482,1816.3380012512207,4784.126998901367,1513.8340015411377,172.80499875545502,0.0,4189.398506164551
2016-08-23,4979.503993988037,1841.887996673584,4796.435020446777,1527.3109903335571,166.114999294281,1.22599995136261,4374.841495513916
2016-08-24,4822.189987182617,1746.8120126724243,4643.695987701416,1454.504994392395,147.29400062561035,0.0,4405.166996002197
2016-08-25,4771.843990325928,1713.811996459961,4614.767002105713,1440.810996055603,126.27700018882751,0.0,4349.136001586914
2016-08-26,4141.830997467041,1470.548005104065,3973.657009124756,1246.706997871399,139.68099915981293,1.3329999446868896,3705.9920082092285
2016-08-27,3965.4920082092285,1370.7779998779297,3807.4109840393066,1156.479001045227,116.83499908447266,0.0,3531.0884857177734
2016-08-28,4068.191997528076,1391.2170028686523,3915.9439945220947,1180.6600003242493,114.9750006198883,0.0,3590.1979942321777
2016-08-29,4074.8079986572266,1413.5059976577759,3897.934970855713,1186.475001335144,142.34100019931793,0.0,3635.905502319336
2016-08-30,3899.5720024108887,1303.677001953125,3724.4459915161133,1093.0309953689575,134.5039974451065,0.0,3558.997989654541
2016-08-31,4093.248046875,1286.68798828125,3823.968017578125,1024.2239685058594,247.67999267578125,0.0,3214.656005859376
2016-09-01,4139.147006988525,1294.799997329712,3956.4200019836426,1068.1549954414368,153.30699825286865,0.0,3813.8825073242188
2016-09-02,4213.530010223389,1333.7540016174316,4034.048999786377,1102.4659996032715,152.94199895858765,0.0,3917.811508178711
2016-09-03,4230.284004211426,1344.3070058822632,4045.120990753174,1108.3859968185425,152.96299600601196,2.5800000429153442,3899.792995452881
2016-09-04,4024.208995819092,1245.462001800537,3846.086006164551,1029.7990045547485,136.575000166893,0.0,3828.3805198669434
2016-09-05,4092.5710105895996,1235.9959993362427,3922.080005645752,1015.8549942970276,111.67500042915344,2.4300000667572017,3758.5084953308105
2016-09-06,3825.508987426758,1167.6380004882812,3636.9530086517334,944.4749994277954,168.19599950313568,9.700000047683716,3141.074996948242
2016-09-07,3802.730987548828,1204.3339977264404,3596.903003692627,975.4370045661926,191.50000178813937,8.847999930381775,3056.261505126953
2016-09-08,3891.196029663086,1160.767996788025,3689.83500289917,926.0549993515015,183.20100164413452,16.139000058174133,3406.2899837493896
2016-09-09,4009.7210006713867,1224.9420003890991,3806.441997528076,980.9579973220825,190.49699938297272,18.003000020980835,3696.1074981689453
2016-09-10,4157.570011138916,1106.3229999542236,3932.0799980163574,852.2619996070862,211.83600091934204,29.94600021839142,3656.3289947509766
2016-09-11,3941.6959648132324,1266.1499996185303,3730.2859992980957,1028.8089981079102,203.82299983501434,37.15100049972534,3296.8685245513916
2016-09-12,4050.1819953918457,1304.5180006027222,3850.4829711914062,1055.554000377655,180.48099851608276,28.985000014305115,3463.4110012054443
2016-09-13,3981.3210067749023,1210.1959972381592,3757.280002593994,951.578004360199,219.16599667072296,42.2079998254776,3684.8969955444336
2016-09-14,3964.150978088379,1148.7100038528442,3783.174003601074,919.0899991989136,168.6149982213974,20.201999783515927,3249.402488708496
2016-09-15,3658.066005706787,1042.8320055007935,3429.2359981536865,841.7299976348877,205.80700492858887,16.12999999523163,2739.6410064697266
2016-09-16,3616.6829948425293,1106.4919986724854,3366.291004180908,917.9919991493225,252.25000298023224,17.228000283241272,2512.0074977874756
2016-09-17,3794.8589973449707,1164.1169996261597,3489.602991104126,937.5839948654175,300.0160002708435,34.367000460624695,3274.451498031616
2016-09-18,3929.3850021362305,1150.7209978103638,3584.46400642395,886.3329973220825,342.8529918193817,76.37200009822845,3411.7814903259277
2016-09-19,3858.9389991760254,1157.174997329712,3483.732988357544,862.3679971694946,371.8889961242676,131.78899812698364,3222.1585025787354
2016-09-20,3855.1730003356934,1160.940999031067,3479.9720191955566,873.5709939002991,379.8759970664978,87.07999992370605,3131.1934909820557
2016-09-21,3862.7929916381836,1158.6790027618408,3491.04799079895,873.1699948310852,374.9719994068146,78.67500030994415,2963.3169803619385
2016-09-22,3800.469005584717,1208.4360027313232,3477.375997543335,944.0140008926392,312.495995759964,70.6170003414154,3123.723508834839
2016-09-23,3815.209011077881,1272.6879997253418,3474.747999191284,994.5450010299683,332.96999967098236,98.09399938583374,3239.5134983062744
2016-09-24,3969.260974884033,1354.2720022201538,3628.474016189575,1071.4720029830933,338.89799332618713,71.04599916934967,3456.3890113830566
2016-09-25,3789.16300201416,1213.458999633789,3431.7569904327393,935.4909996986389,357.0669994354248,92.1260005235672,3602.937999725342
